id,company_id,page_url,form_type,action,method,submit_type,endpoint,captcha,is_modal,trigger_selector,csrf_token,fields,hidden_fields,selectors,xpath
37,13,https://doma97.ru/,contact,,POST,ajax,,none,False,,,[],"[{""tag"": ""input"", ""name"": ""good_id"", ""type"": ""hidden"", ""id"": """", ""placeholder"": """", ""value"": ""222"", ""required"": false, ""class"": """", ""data_attrs"": {}, ""purpose"": ""hidden""}, {""tag"": ""input"", ""name"": ""module"", ""type"": ""hidden"", ""id"": """", ""placeholder"": """", ""value"": ""shop"", ""required"": false, ""class"": """", ""data_attrs"": {}, ""purpose"": ""hidden""}, {""tag"": ""input"", ""name"": ""action"", ""type"": ""hidden"", ""id"": """", ""placeholder"": """", ""value"": """", ""required"": false, ""class"": """", ""data_attrs"": {}, ""purpose"": ""hidden""}, {""tag"": ""input"", ""name"": ""count"", ""type"": ""hidden"", ""id"": """", ""placeholder"": """", ""value"": ""1"", ""required"": false, ""class"": """", ""data_attrs"": {}, ""purpose"": ""hidden""}]","{""form"": ""html > body > form.js_shop_form.shop_form"", ""submit_btn"": """", ""inputs"": []}",//html[1]/body[1]/form[1]
38,13,https://doma97.ru/,contact,,POST,ajax,,none,False,,,[],"[{""tag"": ""input"", ""name"": ""good_id"", ""type"": ""hidden"", ""id"": """", ""placeholder"": """", ""value"": ""221"", ""required"": false, ""class"": """", ""data_attrs"": {}, ""purpose"": ""hidden""}, {""tag"": ""input"", ""name"": ""module"", ""type"": ""hidden"", ""id"": """", ""placeholder"": """", ""value"": ""shop"", ""required"": false, ""class"": """", ""data_attrs"": {}, ""purpose"": ""hidden""}, {""tag"": ""input"", ""name"": ""action"", ""type"": ""hidden"", ""id"": """", ""placeholder"": """", ""value"": """", ""required"": false, ""class"": """", ""data_attrs"": {}, ""purpose"": ""hidden""}, {""tag"": ""input"", ""name"": ""count"", ""type"": ""hidden"", ""id"": """", ""placeholder"": """", ""value"": ""1"", ""required"": false, ""class"": """", ""data_attrs"": {}, ""purpose"": ""hidden""}]","{""form"": ""html > body > form.js_shop_form.shop_form"", ""submit_btn"": """", ""inputs"": []}",//html[1]/body[1]/form[1]
39,13,https://doma97.ru/,contact,,POST,ajax,,none,False,,,[],"[{""tag"": ""input"", ""name"": ""good_id"", ""type"": ""hidden"", ""id"": """", ""placeholder"": """", ""value"": ""115"", ""required"": false, ""class"": """", ""data_attrs"": {}, ""purpose"": ""hidden""}, {""tag"": ""input"", ""name"": ""module"", ""type"": ""hidden"", ""id"": """", ""placeholder"": """", ""value"": ""shop"", ""required"": false, ""class"": """", ""data_attrs"": {}, ""purpose"": ""hidden""}, {""tag"": ""input"", ""name"": ""action"", ""type"": ""hidden"", ""id"": """", ""placeholder"": """", ""value"": """", ""required"": false, ""class"": """", ""data_attrs"": {}, ""purpose"": ""hidden""}, {""tag"": ""input"", ""name"": ""count"", ""type"": ""hidden"", ""id"": """", ""placeholder"": """", ""value"": ""1"", ""required"": false, ""class"": """", ""data_attrs"": {}, ""purpose"": ""hidden""}]","{""form"": ""html > body > form.js_shop_form.shop_form"", ""submit_btn"": """", ""inputs"": []}",//html[1]/body[1]/form[1]
40,13,https://doma97.ru/,contact,,POST,ajax,,none,False,,,[],"[{""tag"": ""input"", ""name"": ""good_id"", ""type"": ""hidden"", ""id"": """", ""placeholder"": """", ""value"": ""224"", ""required"": false, ""class"": """", ""data_attrs"": {}, ""purpose"": ""hidden""}, {""tag"": ""input"", ""name"": ""module"", ""type"": ""hidden"", ""id"": """", ""placeholder"": """", ""value"": ""shop"", ""required"": false, ""class"": """", ""data_attrs"": {}, ""purpose"": ""hidden""}, {""tag"": ""input"", ""name"": ""action"", ""type"": ""hidden"", ""id"": """", ""placeholder"": """", ""value"": """", ""required"": false, ""class"": """", ""data_attrs"": {}, ""purpose"": ""hidden""}, {""tag"": ""input"", ""name"": ""count"", ""type"": ""hidden"", ""id"": """", ""placeholder"": """", ""value"": ""1"", ""required"": false, ""class"": """", ""data_attrs"": {}, ""purpose"": ""hidden""}]","{""form"": ""html > body > form.js_shop_form.shop_form"", ""submit_btn"": """", ""inputs"": []}",//html[1]/body[1]/form[1]
41,13,https://doma97.ru/,contact,,POST,ajax,,none,False,,,[],"[{""tag"": ""input"", ""name"": ""good_id"", ""type"": ""hidden"", ""id"": """", ""placeholder"": """", ""value"": ""225"", ""required"": false, ""class"": """", ""data_attrs"": {}, ""purpose"": ""hidden""}, {""tag"": ""input"", ""name"": ""module"", ""type"": ""hidden"", ""id"": """", ""placeholder"": """", ""value"": ""shop"", ""required"": false, ""class"": """", ""data_attrs"": {}, ""purpose"": ""hidden""}, {""tag"": ""input"", ""name"": ""action"", ""type"": ""hidden"", ""id"": """", ""placeholder"": """", ""value"": """", ""required"": false, ""class"": """", ""data_attrs"": {}, ""purpose"": ""hidden""}, {""tag"": ""input"", ""name"": ""count"", ""type"": ""hidden"", ""id"": """", ""placeholder"": """", ""value"": ""1"", ""required"": false, ""class"": """", ""data_attrs"": {}, ""purpose"": ""hidden""}]","{""form"": ""html > body > form.js_shop_form.shop_form"", ""submit_btn"": """", ""inputs"": []}",//html[1]/body[1]/form[1]
42,13,https://doma97.ru/,contact,,POST,ajax,,none,False,,,[],"[{""tag"": ""input"", ""name"": ""good_id"", ""type"": ""hidden"", ""id"": """", ""placeholder"": """", ""value"": ""123"", ""required"": false, ""class"": """", ""data_attrs"": {}, ""purpose"": ""hidden""}, {""tag"": ""input"", ""name"": ""module"", ""type"": ""hidden"", ""id"": """", ""placeholder"": """", ""value"": ""shop"", ""required"": false, ""class"": """", ""data_attrs"": {}, ""purpose"": ""hidden""}, {""tag"": ""input"", ""name"": ""action"", ""type"": ""hidden"", ""id"": """", ""placeholder"": """", ""value"": """", ""required"": false, ""class"": """", ""data_attrs"": {}, ""purpose"": ""hidden""}, {""tag"": ""input"", ""name"": ""count"", ""type"": ""hidden"", ""id"": """", ""placeholder"": """", ""value"": ""1"", ""required"": false, ""class"": """", ""data_attrs"": {}, ""purpose"": ""hidden""}]","{""form"": ""html > body > form.js_shop_form.shop_form"", ""submit_btn"": """", ""inputs"": []}",//html[1]/body[1]/form[1]
43,13,https://doma97.ru/,contact,,POST,ajax,,none,False,,,[],"[{""tag"": ""input"", ""name"": ""good_id"", ""type"": ""hidden"", ""id"": """", ""placeholder"": """", ""value"": ""212"", ""required"": false, ""class"": """", ""data_attrs"": {}, ""purpose"": ""hidden""}, {""tag"": ""input"", ""name"": ""module"", ""type"": ""hidden"", ""id"": """", ""placeholder"": """", ""value"": ""shop"", ""required"": false, ""class"": """", ""data_attrs"": {}, ""purpose"": ""hidden""}, {""tag"": ""input"", ""name"": ""action"", ""type"": ""hidden"", ""id"": """", ""placeholder"": """", ""value"": """", ""required"": false, ""class"": """", ""data_attrs"": {}, ""purpose"": ""hidden""}, {""tag"": ""input"", ""name"": ""count"", ""type"": ""hidden"", ""id"": """", ""placeholder"": """", ""value"": ""1"", ""required"": false, ""class"": """", ""data_attrs"": {}, ""purpose"": ""hidden""}]","{""form"": ""html > body > form.js_shop_form.shop_form"", ""submit_btn"": """", ""inputs"": []}",//html[1]/body[1]/form[1]
44,13,https://doma97.ru/,contact,,POST,ajax,,none,False,,,[],"[{""tag"": ""input"", ""name"": ""good_id"", ""type"": ""hidden"", ""id"": """", ""placeholder"": """", ""value"": ""116"", ""required"": false, ""class"": """", ""data_attrs"": {}, ""purpose"": ""hidden""}, {""tag"": ""input"", ""name"": ""module"", ""type"": ""hidden"", ""id"": """", ""placeholder"": """", ""value"": ""shop"", ""required"": false, ""class"": """", ""data_attrs"": {}, ""purpose"": ""hidden""}, {""tag"": ""input"", ""name"": ""action"", ""type"": ""hidden"", ""id"": """", ""placeholder"": """", ""value"": """", ""required"": false, ""class"": """", ""data_attrs"": {}, ""purpose"": ""hidden""}, {""tag"": ""input"", ""name"": ""count"", ""type"": ""hidden"", ""id"": """", ""placeholder"": """", ""value"": ""1"", ""required"": false, ""class"": """", ""data_attrs"": {}, ""purpose"": ""hidden""}]","{""form"": ""html > body > form.js_shop_form.shop_form"", ""submit_btn"": """", ""inputs"": []}",//html[1]/body[1]/form[1]
45,13,https://doma97.ru/,contact,,POST,ajax,,none,False,,,[],"[{""tag"": ""input"", ""name"": ""good_id"", ""type"": ""hidden"", ""id"": """", ""placeholder"": """", ""value"": ""205"", ""required"": false, ""class"": """", ""data_attrs"": {}, ""purpose"": ""hidden""}, {""tag"": ""input"", ""name"": ""module"", ""type"": ""hidden"", ""id"": """", ""placeholder"": """", ""value"": ""shop"", ""required"": false, ""class"": """", ""data_attrs"": {}, ""purpose"": ""hidden""}, {""tag"": ""input"", ""name"": ""action"", ""type"": ""hidden"", ""id"": """", ""placeholder"": """", ""value"": """", ""required"": false, ""class"": """", ""data_attrs"": {}, ""purpose"": ""hidden""}, {""tag"": ""input"", ""name"": ""count"", ""type"": ""hidden"", ""id"": """", ""placeholder"": """", ""value"": ""1"", ""required"": false, ""class"": """", ""data_attrs"": {}, ""purpose"": ""hidden""}]","{""form"": ""html > body > form.js_shop_form.shop_form"", ""submit_btn"": """", ""inputs"": []}",//html[1]/body[1]/form[1]
46,13,https://doma97.ru/,contact,,POST,ajax,,none,False,,,[],"[{""tag"": ""input"", ""name"": ""good_id"", ""type"": ""hidden"", ""id"": """", ""placeholder"": """", ""value"": ""217"", ""required"": false, ""class"": """", ""data_attrs"": {}, ""purpose"": ""hidden""}, {""tag"": ""input"", ""name"": ""module"", ""type"": ""hidden"", ""id"": """", ""placeholder"": """", ""value"": ""shop"", ""required"": false, ""class"": """", ""data_attrs"": {}, ""purpose"": ""hidden""}, {""tag"": ""input"", ""name"": ""action"", ""type"": ""hidden"", ""id"": """", ""placeholder"": """", ""value"": """", ""required"": false, ""class"": """", ""data_attrs"": {}, ""purpose"": ""hidden""}, {""tag"": ""input"", ""name"": ""count"", ""type"": ""hidden"", ""id"": """", ""placeholder"": """", ""value"": ""1"", ""required"": false, ""class"": """", ""data_attrs"": {}, ""purpose"": ""hidden""}]","{""form"": ""html > body > form.js_shop_form.shop_form"", ""submit_btn"": """", ""inputs"": []}",//html[1]/body[1]/form[1]
47,13,https://doma97.ru/,contact,,POST,ajax,,none,False,,,[],"[{""tag"": ""input"", ""name"": ""good_id"", ""type"": ""hidden"", ""id"": """", ""placeholder"": """", ""value"": ""223"", ""required"": false, ""class"": """", ""data_attrs"": {}, ""purpose"": ""hidden""}, {""tag"": ""input"", ""name"": ""module"", ""type"": ""hidden"", ""id"": """", ""placeholder"": """", ""value"": ""shop"", ""required"": false, ""class"": """", ""data_attrs"": {}, ""purpose"": ""hidden""}, {""tag"": ""input"", ""name"": ""action"", ""type"": ""hidden"", ""id"": """", ""placeholder"": """", ""value"": """", ""required"": false, ""class"": """", ""data_attrs"": {}, ""purpose"": ""hidden""}, {""tag"": ""input"", ""name"": ""count"", ""type"": ""hidden"", ""id"": """", ""placeholder"": """", ""value"": ""1"", ""required"": false, ""class"": """", ""data_attrs"": {}, ""purpose"": ""hidden""}]","{""form"": ""html > body > form.js_shop_form.shop_form"", ""submit_btn"": """", ""inputs"": []}",//html[1]/body[1]/form[1]
48,13,https://doma97.ru/,contact,,POST,ajax,,none,False,,,[],"[{""tag"": ""input"", ""name"": ""good_id"", ""type"": ""hidden"", ""id"": """", ""placeholder"": """", ""value"": ""220"", ""required"": false, ""class"": """", ""data_attrs"": {}, ""purpose"": ""hidden""}, {""tag"": ""input"", ""name"": ""module"", ""type"": ""hidden"", ""id"": """", ""placeholder"": """", ""value"": ""shop"", ""required"": false, ""class"": """", ""data_attrs"": {}, ""purpose"": ""hidden""}, {""tag"": ""input"", ""name"": ""action"", ""type"": ""hidden"", ""id"": """", ""placeholder"": """", ""value"": """", ""required"": false, ""class"": """", ""data_attrs"": {}, ""purpose"": ""hidden""}, {""tag"": ""input"", ""name"": ""count"", ""type"": ""hidden"", ""id"": """", ""placeholder"": """", ""value"": ""1"", ""required"": false, ""class"": """", ""data_attrs"": {}, ""purpose"": ""hidden""}]","{""form"": ""html > body > form.js_shop_form.shop_form"", ""submit_btn"": """", ""inputs"": []}",//html[1]/body[1]/form[1]
49,13,https://doma97.ru/,contact,,POST,ajax,,none,False,,,[],"[{""tag"": ""input"", ""name"": ""good_id"", ""type"": ""hidden"", ""id"": """", ""placeholder"": """", ""value"": ""32"", ""required"": false, ""class"": """", ""data_attrs"": {}, ""purpose"": ""hidden""}, {""tag"": ""input"", ""name"": ""module"", ""type"": ""hidden"", ""id"": """", ""placeholder"": """", ""value"": ""shop"", ""required"": false, ""class"": """", ""data_attrs"": {}, ""purpose"": ""hidden""}, {""tag"": ""input"", ""name"": ""action"", ""type"": ""hidden"", ""id"": """", ""placeholder"": """", ""value"": """", ""required"": false, ""class"": """", ""data_attrs"": {}, ""purpose"": ""hidden""}, {""tag"": ""input"", ""name"": ""count"", ""type"": ""hidden"", ""id"": """", ""placeholder"": """", ""value"": ""1"", ""required"": false, ""class"": """", ""data_attrs"": {}, ""purpose"": ""hidden""}]","{""form"": ""html > body > form.js_shop_form.shop_form"", ""submit_btn"": """", ""inputs"": []}",//html[1]/body[1]/form[1]
50,13,https://doma97.ru/,contact,,POST,ajax,,none,False,,,[],"[{""tag"": ""input"", ""name"": ""good_id"", ""type"": ""hidden"", ""id"": """", ""placeholder"": """", ""value"": ""75"", ""required"": false, ""class"": """", ""data_attrs"": {}, ""purpose"": ""hidden""}, {""tag"": ""input"", ""name"": ""module"", ""type"": ""hidden"", ""id"": """", ""placeholder"": """", ""value"": ""shop"", ""required"": false, ""class"": """", ""data_attrs"": {}, ""purpose"": ""hidden""}, {""tag"": ""input"", ""name"": ""action"", ""type"": ""hidden"", ""id"": """", ""placeholder"": """", ""value"": """", ""required"": false, ""class"": """", ""data_attrs"": {}, ""purpose"": ""hidden""}, {""tag"": ""input"", ""name"": ""count"", ""type"": ""hidden"", ""id"": """", ""placeholder"": """", ""value"": ""1"", ""required"": false, ""class"": """", ""data_attrs"": {}, ""purpose"": ""hidden""}]","{""form"": ""html > body > form.js_shop_form.shop_form"", ""submit_btn"": """", ""inputs"": []}",//html[1]/body[1]/form[1]
51,13,https://doma97.ru/,contact,,POST,ajax,,none,False,,,[],"[{""tag"": ""input"", ""name"": ""good_id"", ""type"": ""hidden"", ""id"": """", ""placeholder"": """", ""value"": ""150"", ""required"": false, ""class"": """", ""data_attrs"": {}, ""purpose"": ""hidden""}, {""tag"": ""input"", ""name"": ""module"", ""type"": ""hidden"", ""id"": """", ""placeholder"": """", ""value"": ""shop"", ""required"": false, ""class"": """", ""data_attrs"": {}, ""purpose"": ""hidden""}, {""tag"": ""input"", ""name"": ""action"", ""type"": ""hidden"", ""id"": """", ""placeholder"": """", ""value"": """", ""required"": false, ""class"": """", ""data_attrs"": {}, ""purpose"": ""hidden""}, {""tag"": ""input"", ""name"": ""count"", ""type"": ""hidden"", ""id"": """", ""placeholder"": """", ""value"": ""1"", ""required"": false, ""class"": """", ""data_attrs"": {}, ""purpose"": ""hidden""}]","{""form"": ""html > body > form.js_shop_form.shop_form"", ""submit_btn"": """", ""inputs"": []}",//html[1]/body[1]/form[1]
52,13,https://doma97.ru/,contact,,POST,ajax,,none,False,,,[],"[{""tag"": ""input"", ""name"": ""good_id"", ""type"": ""hidden"", ""id"": """", ""placeholder"": """", ""value"": ""148"", ""required"": false, ""class"": """", ""data_attrs"": {}, ""purpose"": ""hidden""}, {""tag"": ""input"", ""name"": ""module"", ""type"": ""hidden"", ""id"": """", ""placeholder"": """", ""value"": ""shop"", ""required"": false, ""class"": """", ""data_attrs"": {}, ""purpose"": ""hidden""}, {""tag"": ""input"", ""name"": ""action"", ""type"": ""hidden"", ""id"": """", ""placeholder"": """", ""value"": """", ""required"": false, ""class"": """", ""data_attrs"": {}, ""purpose"": ""hidden""}, {""tag"": ""input"", ""name"": ""count"", ""type"": ""hidden"", ""id"": """", ""placeholder"": """", ""value"": ""1"", ""required"": false, ""class"": """", ""data_attrs"": {}, ""purpose"": ""hidden""}]","{""form"": ""html > body > form.js_shop_form.shop_form"", ""submit_btn"": """", ""inputs"": []}",//html[1]/body[1]/form[1]
53,13,https://doma97.ru/,contact,,POST,ajax,,none,False,,,[],"[{""tag"": ""input"", ""name"": ""good_id"", ""type"": ""hidden"", ""id"": """", ""placeholder"": """", ""value"": ""229"", ""required"": false, ""class"": """", ""data_attrs"": {}, ""purpose"": ""hidden""}, {""tag"": ""input"", ""name"": ""module"", ""type"": ""hidden"", ""id"": """", ""placeholder"": """", ""value"": ""shop"", ""required"": false, ""class"": """", ""data_attrs"": {}, ""purpose"": ""hidden""}, {""tag"": ""input"", ""name"": ""action"", ""type"": ""hidden"", ""id"": """", ""placeholder"": """", ""value"": """", ""required"": false, ""class"": """", ""data_attrs"": {}, ""purpose"": ""hidden""}, {""tag"": ""input"", ""name"": ""count"", ""type"": ""hidden"", ""id"": """", ""placeholder"": """", ""value"": ""1"", ""required"": false, ""class"": """", ""data_attrs"": {}, ""purpose"": ""hidden""}]","{""form"": ""html > body > form.js_shop_form.shop_form"", ""submit_btn"": """", ""inputs"": []}",//html[1]/body[1]/form[1]
54,13,https://doma97.ru/,contact,,POST,ajax,,none,False,,,[],"[{""tag"": ""input"", ""name"": ""good_id"", ""type"": ""hidden"", ""id"": """", ""placeholder"": """", ""value"": ""232"", ""required"": false, ""class"": """", ""data_attrs"": {}, ""purpose"": ""hidden""}, {""tag"": ""input"", ""name"": ""module"", ""type"": ""hidden"", ""id"": """", ""placeholder"": """", ""value"": ""shop"", ""required"": false, ""class"": """", ""data_attrs"": {}, ""purpose"": ""hidden""}, {""tag"": ""input"", ""name"": ""action"", ""type"": ""hidden"", ""id"": """", ""placeholder"": """", ""value"": """", ""required"": false, ""class"": """", ""data_attrs"": {}, ""purpose"": ""hidden""}, {""tag"": ""input"", ""name"": ""count"", ""type"": ""hidden"", ""id"": """", ""placeholder"": """", ""value"": ""1"", ""required"": false, ""class"": """", ""data_attrs"": {}, ""purpose"": ""hidden""}]","{""form"": ""html > body > form.js_shop_form.shop_form"", ""submit_btn"": """", ""inputs"": []}",//html[1]/body[1]/form[1]
55,13,https://doma97.ru/,contact,,POST,ajax,,none,False,,,[],"[{""tag"": ""input"", ""name"": ""good_id"", ""type"": ""hidden"", ""id"": """", ""placeholder"": """", ""value"": ""231"", ""required"": false, ""class"": """", ""data_attrs"": {}, ""purpose"": ""hidden""}, {""tag"": ""input"", ""name"": ""module"", ""type"": ""hidden"", ""id"": """", ""placeholder"": """", ""value"": ""shop"", ""required"": false, ""class"": """", ""data_attrs"": {}, ""purpose"": ""hidden""}, {""tag"": ""input"", ""name"": ""action"", ""type"": ""hidden"", ""id"": """", ""placeholder"": """", ""value"": """", ""required"": false, ""class"": """", ""data_attrs"": {}, ""purpose"": ""hidden""}, {""tag"": ""input"", ""name"": ""count"", ""type"": ""hidden"", ""id"": """", ""placeholder"": """", ""value"": ""1"", ""required"": false, ""class"": """", ""data_attrs"": {}, ""purpose"": ""hidden""}]","{""form"": ""html > body > form.js_shop_form.shop_form"", ""submit_btn"": """", ""inputs"": []}",//html[1]/body[1]/form[1]
56,13,https://doma97.ru/,contact,,POST,ajax,,none,False,,,[],"[{""tag"": ""input"", ""name"": ""good_id"", ""type"": ""hidden"", ""id"": """", ""placeholder"": """", ""value"": ""158"", ""required"": false, ""class"": """", ""data_attrs"": {}, ""purpose"": ""hidden""}, {""tag"": ""input"", ""name"": ""module"", ""type"": ""hidden"", ""id"": """", ""placeholder"": """", ""value"": ""shop"", ""required"": false, ""class"": """", ""data_attrs"": {}, ""purpose"": ""hidden""}, {""tag"": ""input"", ""name"": ""action"", ""type"": ""hidden"", ""id"": """", ""placeholder"": """", ""value"": """", ""required"": false, ""class"": """", ""data_attrs"": {}, ""purpose"": ""hidden""}, {""tag"": ""input"", ""name"": ""count"", ""type"": ""hidden"", ""id"": """", ""placeholder"": """", ""value"": ""1"", ""required"": false, ""class"": """", ""data_attrs"": {}, ""purpose"": ""hidden""}]","{""form"": ""html > body > form.js_shop_form.shop_form"", ""submit_btn"": """", ""inputs"": []}",//html[1]/body[1]/form[1]
57,13,https://doma97.ru/,contact,,POST,ajax,,none,False,,,[],"[{""tag"": ""input"", ""name"": ""good_id"", ""type"": ""hidden"", ""id"": """", ""placeholder"": """", ""value"": ""157"", ""required"": false, ""class"": """", ""data_attrs"": {}, ""purpose"": ""hidden""}, {""tag"": ""input"", ""name"": ""module"", ""type"": ""hidden"", ""id"": """", ""placeholder"": """", ""value"": ""shop"", ""required"": false, ""class"": """", ""data_attrs"": {}, ""purpose"": ""hidden""}, {""tag"": ""input"", ""name"": ""action"", ""type"": ""hidden"", ""id"": """", ""placeholder"": """", ""value"": """", ""required"": false, ""class"": """", ""data_attrs"": {}, ""purpose"": ""hidden""}, {""tag"": ""input"", ""name"": ""count"", ""type"": ""hidden"", ""id"": """", ""placeholder"": """", ""value"": ""1"", ""required"": false, ""class"": """", ""data_attrs"": {}, ""purpose"": ""hidden""}]","{""form"": ""html > body > form.js_shop_form.shop_form"", ""submit_btn"": """", ""inputs"": []}",//html[1]/body[1]/form[1]
58,13,https://doma97.ru/,contact,,POST,ajax,,none,False,,,[],"[{""tag"": ""input"", ""name"": ""good_id"", ""type"": ""hidden"", ""id"": """", ""placeholder"": """", ""value"": ""189"", ""required"": false, ""class"": """", ""data_attrs"": {}, ""purpose"": ""hidden""}, {""tag"": ""input"", ""name"": ""module"", ""type"": ""hidden"", ""id"": """", ""placeholder"": """", ""value"": ""shop"", ""required"": false, ""class"": """", ""data_attrs"": {}, ""purpose"": ""hidden""}, {""tag"": ""input"", ""name"": ""action"", ""type"": ""hidden"", ""id"": """", ""placeholder"": """", ""value"": """", ""required"": false, ""class"": """", ""data_attrs"": {}, ""purpose"": ""hidden""}, {""tag"": ""input"", ""name"": ""count"", ""type"": ""hidden"", ""id"": """", ""placeholder"": """", ""value"": ""1"", ""required"": false, ""class"": """", ""data_attrs"": {}, ""purpose"": ""hidden""}]","{""form"": ""html > body > form.js_shop_form.shop_form"", ""submit_btn"": """", ""inputs"": []}",//html[1]/body[1]/form[1]
59,13,https://doma97.ru/,contact,,POST,ajax,,none,False,,,[],"[{""tag"": ""input"", ""name"": ""good_id"", ""type"": ""hidden"", ""id"": """", ""placeholder"": """", ""value"": ""156"", ""required"": false, ""class"": """", ""data_attrs"": {}, ""purpose"": ""hidden""}, {""tag"": ""input"", ""name"": ""module"", ""type"": ""hidden"", ""id"": """", ""placeholder"": """", ""value"": ""shop"", ""required"": false, ""class"": """", ""data_attrs"": {}, ""purpose"": ""hidden""}, {""tag"": ""input"", ""name"": ""action"", ""type"": ""hidden"", ""id"": """", ""placeholder"": """", ""value"": """", ""required"": false, ""class"": """", ""data_attrs"": {}, ""purpose"": ""hidden""}, {""tag"": ""input"", ""name"": ""count"", ""type"": ""hidden"", ""id"": """", ""placeholder"": """", ""value"": ""1"", ""required"": false, ""class"": """", ""data_attrs"": {}, ""purpose"": ""hidden""}]","{""form"": ""html > body > form.js_shop_form.shop_form"", ""submit_btn"": """", ""inputs"": []}",//html[1]/body[1]/form[1]
60,13,https://doma97.ru/,contact,,POST,ajax,,none,False,,,[],"[{""tag"": ""input"", ""name"": ""good_id"", ""type"": ""hidden"", ""id"": """", ""placeholder"": """", ""value"": ""186"", ""required"": false, ""class"": """", ""data_attrs"": {}, ""purpose"": ""hidden""}, {""tag"": ""input"", ""name"": ""module"", ""type"": ""hidden"", ""id"": """", ""placeholder"": """", ""value"": ""shop"", ""required"": false, ""class"": """", ""data_attrs"": {}, ""purpose"": ""hidden""}, {""tag"": ""input"", ""name"": ""action"", ""type"": ""hidden"", ""id"": """", ""placeholder"": """", ""value"": """", ""required"": false, ""class"": """", ""data_attrs"": {}, ""purpose"": ""hidden""}, {""tag"": ""input"", ""name"": ""count"", ""type"": ""hidden"", ""id"": """", ""placeholder"": """", ""value"": ""1"", ""required"": false, ""class"": """", ""data_attrs"": {}, ""purpose"": ""hidden""}]","{""form"": ""html > body > form.js_shop_form.shop_form"", ""submit_btn"": """", ""inputs"": []}",//html[1]/body[1]/form[1]
61,13,https://doma97.ru/,contact,,POST,ajax,,none,False,,,[],"[{""tag"": ""input"", ""name"": ""good_id"", ""type"": ""hidden"", ""id"": """", ""placeholder"": """", ""value"": ""182"", ""required"": false, ""class"": """", ""data_attrs"": {}, ""purpose"": ""hidden""}, {""tag"": ""input"", ""name"": ""module"", ""type"": ""hidden"", ""id"": """", ""placeholder"": """", ""value"": ""shop"", ""required"": false, ""class"": """", ""data_attrs"": {}, ""purpose"": ""hidden""}, {""tag"": ""input"", ""name"": ""action"", ""type"": ""hidden"", ""id"": """", ""placeholder"": """", ""value"": """", ""required"": false, ""class"": """", ""data_attrs"": {}, ""purpose"": ""hidden""}, {""tag"": ""input"", ""name"": ""count"", ""type"": ""hidden"", ""id"": """", ""placeholder"": """", ""value"": ""1"", ""required"": false, ""class"": """", ""data_attrs"": {}, ""purpose"": ""hidden""}]","{""form"": ""html > body > form.js_shop_form.shop_form"", ""submit_btn"": """", ""inputs"": []}",//html[1]/body[1]/form[1]
62,13,https://doma97.ru/,contact,,POST,ajax,,none,False,,,[],"[{""tag"": ""input"", ""name"": ""good_id"", ""type"": ""hidden"", ""id"": """", ""placeholder"": """", ""value"": ""118"", ""required"": false, ""class"": """", ""data_attrs"": {}, ""purpose"": ""hidden""}, {""tag"": ""input"", ""name"": ""module"", ""type"": ""hidden"", ""id"": """", ""placeholder"": """", ""value"": ""shop"", ""required"": false, ""class"": """", ""data_attrs"": {}, ""purpose"": ""hidden""}, {""tag"": ""input"", ""name"": ""action"", ""type"": ""hidden"", ""id"": """", ""placeholder"": """", ""value"": """", ""required"": false, ""class"": """", ""data_attrs"": {}, ""purpose"": ""hidden""}, {""tag"": ""input"", ""name"": ""count"", ""type"": ""hidden"", ""id"": """", ""placeholder"": """", ""value"": ""1"", ""required"": false, ""class"": """", ""data_attrs"": {}, ""purpose"": ""hidden""}]","{""form"": ""html > body > form.js_shop_form.shop_form"", ""submit_btn"": """", ""inputs"": []}",//html[1]/body[1]/form[1]
63,13,https://doma97.ru/,contact,,POST,ajax,,none,False,,,[],"[{""tag"": ""input"", ""name"": ""good_id"", ""type"": ""hidden"", ""id"": """", ""placeholder"": """", ""value"": ""199"", ""required"": false, ""class"": """", ""data_attrs"": {}, ""purpose"": ""hidden""}, {""tag"": ""input"", ""name"": ""module"", ""type"": ""hidden"", ""id"": """", ""placeholder"": """", ""value"": ""shop"", ""required"": false, ""class"": """", ""data_attrs"": {}, ""purpose"": ""hidden""}, {""tag"": ""input"", ""name"": ""action"", ""type"": ""hidden"", ""id"": """", ""placeholder"": """", ""value"": """", ""required"": false, ""class"": """", ""data_attrs"": {}, ""purpose"": ""hidden""}, {""tag"": ""input"", ""name"": ""count"", ""type"": ""hidden"", ""id"": """", ""placeholder"": """", ""value"": ""1"", ""required"": false, ""class"": """", ""data_attrs"": {}, ""purpose"": ""hidden""}]","{""form"": ""html > body > form.js_shop_form.shop_form"", ""submit_btn"": """", ""inputs"": []}",//html[1]/body[1]/form[1]
